Centro Nacional de Control de Energia
Precios de Energia en Nodos Distribuidos del MDA
Sistema Interconectado Nacional
Reporte diario
Fecha: 20/Junio/2017
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 19/Junio/2017 14:30:05 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Hora,Zona de Carga,Precio Zonal  ($/MWh),Componente energia  ($/MWh),Componente perdidas  ($/MWh),Componente Congestion  ($/MWh),
2,CAMARGO,4073.5,3343.6,729.9,0
3,CAMARGO,2877.44,2405.82,471.62,0
4,CAMARGO,1546.71,1324.2,222.51,0
5,CAMARGO,2889.16,2497.89,391.27,0
6,CAMARGO,1674.61,1477.36,197.25,0
7,CAMARGO,3242.91,2879.73,363.19,0
8,CAMARGO,2555.12,2309.77,245.35,0
9,CAMARGO,5230.92,4677.74,553.18,0
10,CAMARGO,4602.55,3988.8,613.75,0
11,CAMARGO,4807.63,4026.56,781.07,0
12,CAMARGO,4861.42,4002.69,858.73,0
13,CAMARGO,3107.73,2523.5,584.24,0
14,CAMARGO,5029.12,4025.46,1003.66,0
15,CAMARGO,4980.8,4025.12,955.68,0
16,CAMARGO,5188.51,4101.78,1086.73,0
17,CAMARGO,5364.69,4230.28,1134.41,0
18,CAMARGO,5312.35,4183.65,1128.7,0
19,CAMARGO,4095.19,3241.91,853.29,0
20,CAMARGO,6379.49,3953.13,992.24,1434.12
21,CAMARGO,4163.99,3395.57,768.42,0
22,CAMARGO,4896.07,3961.37,934.7,0
23,CAMARGO,6017.52,3980.48,1027.2,1009.84
24,CAMARGO,3131.08,2449.97,681.11,0
1,CAMPECHE,4203.85,3942.82,261.04,0
2,CAMPECHE,3724.03,3343.6,380.43,0
3,CAMPECHE,2736.77,2405.82,330.96,0
4,CAMPECHE,1540.34,1324.2,216.14,0
5,CAMPECHE,2834.96,2497.89,337.07,0
6,CAMPECHE,1692.62,1477.36,215.26,0
7,CAMPECHE,3174.67,2879.73,294.94,0
8,CAMPECHE,2506.27,2309.77,196.5,0
9,CAMPECHE,4985.86,4677.74,308.13,0
10,CAMPECHE,4100.45,3988.8,111.66,0
11,CAMPECHE,4093.4,4026.56,66.84,0
12,CAMPECHE,4317.15,4002.69,314.46,0
13,CAMPECHE,2559.19,2523.5,35.7,0
14,CAMPECHE,4236.68,4025.46,211.22,0
15,CAMPECHE,4143.23,4025.12,118.11,0
16,CAMPECHE,4217.51,4101.78,115.73,0
17,CAMPECHE,4321.85,4230.28,91.57,0
18,CAMPECHE,4356.18,4183.65,172.53,0
19,CAMPECHE,3283.77,3241.91,41.87,0
20,CAMPECHE,4060.27,3953.12,109.03,-1.88
21,CAMPECHE,3534.06,3395.57,138.48,0
22,CAMPECHE,4187.29,3961.37,225.93,0
23,CAMPECHE,4294.98,3980.48,315.83,-1.33
24,CAMPECHE,2567.8,2449.97,117.83,0
1,CANCUN,4192.3,3942.82,249.48,0
2,CANCUN,3706.59,3343.6,362.99,0
3,CANCUN,2724.48,2405.82,318.66,0
4,CANCUN,1530.22,1324.2,206.01,0
5,CANCUN,2817.97,2497.89,320.08,0
6,CANCUN,1679.62,1477.36,202.26,0
7,CANCUN,3157.5,2879.73,277.78,0
8,CANCUN,2506.01,2309.77,196.24,0
9,CANCUN,5001.49,4677.74,323.75,0
10,CANCUN,4135.88,3988.8,147.09,0
11,CANCUN,4139.99,4026.56,113.43,0
12,CANCUN,4368.07,4002.69,365.38,0
13,CANCUN,2598.35,2523.5,74.86,0
14,CANCUN,4297.16,4025.46,271.7,0
15,CANCUN,4203.78,4025.12,178.65,0
16,CANCUN,4276.61,4101.78,174.83,0
17,CANCUN,4380.88,4230.28,150.6,0
18,CANCUN,4406.71,4183.65,223.06,0
19,CANCUN,3317.58,3241.9,75.67,0
20,CANCUN,4105.75,3953.13,154.51,-1.88
21,CANCUN,3567,3395.57,171.43,0
22,CANCUN,4217.91,3961.37,256.54,0
23,CANCUN,4323.69,3980.48,344.54,-1.33
24,CANCUN,2579.79,2449.97,129.82,0
1,CARMEN,4468.02,3942.82,525.21,0
2,CARMEN,3937.86,3343.6,594.26,0
3,CARMEN,2883.61,2405.82,477.8,0
4,CARMEN,1614.24,1324.2,290.04,0
5,CARMEN,2978.36,2497.89,480.47,0
6,CARMEN,1769.62,1477.36,292.27,0
7,CARMEN,3323.22,2879.73,443.49,0
8,CARMEN,2615.52,2309.77,305.75,0
9,CARMEN,5212.3,4677.74,534.56,0
10,CARMEN,4291.31,3988.79,302.51,0
11,CARMEN,4294.6,4026.56,268.04,0
12,CARMEN,4516.64,4002.69,513.95,0
13,CARMEN,2695.34,2523.5,171.84,0
14,CARMEN,4459.32,4025.46,433.86,0
15,CARMEN,4371.11,4025.12,345.98,0
16,CARMEN,4460.38,4101.78,358.6,0
17,CARMEN,4571.48,4230.28,341.2,0
18,CARMEN,4604.78,4183.65,421.13,0
19,CARMEN,3475.6,3241.91,233.7,0
20,CARMEN,4292.01,3953.12,340.77,-1.88
21,CARMEN,3741.35,3395.57,345.78,0
22,CARMEN,4440.98,3961.37,479.61,0
23,CARMEN,4557.21,3980.48,578.06,-1.33
24,CARMEN,2724.26,2449.97,274.29,0
1,CASAS GRANDES,4829.94,3942.82,887.13,0
2,CASAS GRANDES,4033.47,3343.6,689.87,0
3,CASAS GRANDES,2834.86,2405.82,429.04,0
4,CASAS GRANDES,1509.44,1324.2,185.23,0
5,CASAS GRANDES,2806.51,2497.89,308.63,0
6,CASAS GRANDES,1619.7,1477.36,142.35,0
7,CASAS GRANDES,3141.5,2879.73,261.78,0
8,CASAS GRANDES,2431.74,2309.77,121.97,0
9,CASAS GRANDES,4928.71,4677.74,250.97,0
10,CASAS GRANDES,4365.44,3988.8,376.65,0
11,CASAS GRANDES,4615.09,4026.56,588.53,0
12,CASAS GRANDES,4704.95,4002.69,702.26,0
13,CASAS GRANDES,3005.26,2523.5,481.76,0
14,CASAS GRANDES,4907.34,4025.46,881.89,0
15,CASAS GRANDES,4922.73,4025.12,897.61,0
16,CASAS GRANDES,5177.24,4101.78,1075.46,0
17,CASAS GRANDES,5358.21,4230.28,1127.93,0
18,CASAS GRANDES,5327.95,4183.65,1144.3,0
19,CASAS GRANDES,4148.56,3241.91,906.66,0
20,CASAS GRANDES,6089.25,3953.13,980.75,1155.37
21,CASAS GRANDES,4133.42,3395.57,737.85,0
22,CASAS GRANDES,4789.48,3961.37,828.12,0
23,CASAS GRANDES,5700.36,3980.48,906.42,813.46
24,CASAS GRANDES,3073.88,2449.97,623.91,0
1,CELAYA,3995.77,3942.82,52.95,0
2,CELAYA,3382.75,3343.6,39.15,0
3,CELAYA,2431.48,2405.82,25.66,0
4,CELAYA,1336.34,1324.2,12.14,0
5,CELAYA,2523,2497.89,25.11,0
6,CELAYA,1491.02,1477.36,13.66,0
7,CELAYA,2905.12,2879.73,25.39,0
8,CELAYA,2333.3,2309.77,23.53,0
9,CELAYA,4730.12,4677.74,52.38,0
10,CELAYA,4038.94,3988.8,50.15,0
11,CELAYA,4082.46,4026.56,55.91,0
12,CELAYA,4052.82,4002.69,50.13,0
13,CELAYA,2557.76,2523.5,34.27,0
14,CELAYA,4079.8,4025.46,54.34,0
15,CELAYA,4082.7,4025.12,57.58,0
16,CELAYA,4162.25,4101.78,60.47,0
17,CELAYA,4293.84,4230.28,63.56,0
18,CELAYA,4242.71,4183.65,59.06,0
19,CELAYA,3286.7,3241.91,44.8,0
20,CELAYA,4002.12,3953.13,47.97,1.02
21,CELAYA,3430.15,3395.57,34.58,0
22,CELAYA,4005.96,3961.37,44.6,0
23,CELAYA,4026.95,3980.48,45.75,.72
24,CELAYA,2482.55,2449.97,32.58,0
1,CENTRO ORIENTE,3922.83,3942.82,-19.98,0
2,CENTRO ORIENTE,3345.73,3343.6,2.13,0
3,CENTRO ORIENTE,2414.26,2405.82,8.45,0
4,CENTRO ORIENTE,1334.62,1324.2,10.41,0
5,CENTRO ORIENTE,2509.44,2497.89,11.55,0
6,CENTRO ORIENTE,1490.78,1477.36,13.42,0
7,CENTRO ORIENTE,2915.02,2879.73,35.3,0
8,CENTRO ORIENTE,2332.71,2309.77,22.94,0
9,CENTRO ORIENTE,4706.74,4677.74,29,0
10,CENTRO ORIENTE,3984.9,3988.8,-3.89,0
11,CENTRO ORIENTE,4001.89,4026.56,-24.67,0
12,CENTRO ORIENTE,4004.97,4002.69,2.28,0
13,CENTRO ORIENTE,2507.11,2523.5,-16.39,0
14,CENTRO ORIENTE,4005.53,4025.46,-19.93,0
15,CENTRO ORIENTE,3993.07,4025.12,-32.06,0
16,CENTRO ORIENTE,4058.43,4101.78,-43.35,0
17,CENTRO ORIENTE,4183.55,4230.28,-46.73,0
18,CENTRO ORIENTE,4149.69,4183.65,-33.95,0
19,CENTRO ORIENTE,3218.62,3241.91,-23.29,0
20,CENTRO ORIENTE,3952.18,3953.13,.45,-1.4
21,CENTRO ORIENTE,3420.32,3395.57,24.75,0
22,CENTRO ORIENTE,3986.19,3961.37,24.83,0
23,CENTRO ORIENTE,3997.32,3980.48,17.82,-.99
24,CENTRO ORIENTE,2441.26,2449.97,-8.71,0
1,CENTRO SUR,3975,3942.82,32.19,0
2,CENTRO SUR,3386.28,3343.6,42.68,0
3,CENTRO SUR,2444.46,2405.82,38.64,0
4,CENTRO SUR,1350.26,1324.2,26.05,0
5,CENTRO SUR,2540.38,2497.89,42.49,0
6,CENTRO SUR,1511.08,1477.36,33.72,0
7,CENTRO SUR,2950.38,2879.73,70.66,0
8,CENTRO SUR,2363.38,2309.77,53.61,0
9,CENTRO SUR,4772.22,4677.74,94.48,0
10,CENTRO SUR,4041.63,3988.8,52.84,0
11,CENTRO SUR,4054.19,4026.56,27.63,0
12,CENTRO SUR,4024.15,4002.69,21.46,0
13,CENTRO SUR,2537.69,2523.5,14.19,0
14,CENTRO SUR,4032.2,4025.46,6.74,0
15,CENTRO SUR,4029.96,4025.12,4.84,0
16,CENTRO SUR,4087.09,4101.78,-14.69,0
17,CENTRO SUR,4211.56,4230.28,-18.72,0
18,CENTRO SUR,4180.03,4183.65,-3.62,0
19,CENTRO SUR,3253.49,3241.91,11.59,0
20,CENTRO SUR,4007.26,3953.13,53.42,.71
21,CENTRO SUR,3464.54,3395.57,68.97,0
22,CENTRO SUR,4011.28,3961.37,49.91,0
23,CENTRO SUR,4024.23,3980.48,43.24,.51
24,CENTRO SUR,2470.12,2449.97,20.15,0
1,CHETUMAL,4298.34,3942.82,355.53,0
2,CHETUMAL,3805.86,3343.6,462.26,0
3,CHETUMAL,2795.96,2405.82,390.14,0
4,CHETUMAL,1568.31,1324.2,244.11,0
5,CHETUMAL,2895.8,2497.89,397.92,0
6,CHETUMAL,1724.87,1477.36,247.51,0
7,CHETUMAL,3244.69,2879.73,364.97,0
8,CHETUMAL,2564.99,2309.77,255.22,0
9,CHETUMAL,5106,4677.74,428.26,0
10,CHETUMAL,4207.84,3988.8,219.04,0
11,CHETUMAL,4201.04,4026.56,174.48,0
12,CHETUMAL,4424.99,4002.69,422.3,0
13,CHETUMAL,2632.89,2523.5,109.39,0
14,CHETUMAL,4352.09,4025.46,326.63,0
15,CHETUMAL,4258.92,4025.12,233.8,0
16,CHETUMAL,4333.94,4101.78,232.17,0
17,CHETUMAL,4441.76,4230.28,211.48,0
18,CHETUMAL,4470.91,4183.65,287.27,0
19,CHETUMAL,3371.53,3241.9,129.62,0
20,CHETUMAL,4173.47,3953.12,222.23,-1.88
21,CHETUMAL,3630.53,3395.57,234.96,0
22,CHETUMAL,4299.31,3961.37,337.94,0
23,CHETUMAL,4407.24,3980.48,428.09,-1.33
24,CHETUMAL,2635.78,2449.97,185.81,0
1,CHIHUAHUA,4667.48,3942.81,724.66,0
2,CHIHUAHUA,3876.45,3343.6,532.85,0
3,CHIHUAHUA,2733.42,2405.82,327.61,0
4,CHIHUAHUA,1464.89,1324.2,140.69,0
5,CHIHUAHUA,2732.4,2497.89,234.52,0
6,CHIHUAHUA,1583.36,1477.36,106,0
7,CHIHUAHUA,3068.84,2879.73,189.11,0
8,CHIHUAHUA,2410.05,2309.77,100.28,0
9,CHIHUAHUA,4935.04,4677.74,257.3,0
10,CHIHUAHUA,4352.95,3988.8,364.16,0
11,CHIHUAHUA,4562.91,4026.56,536.35,0
12,CHIHUAHUA,4628.85,4002.69,626.16,0
13,CHIHUAHUA,2961.61,2523.5,438.11,0
14,CHIHUAHUA,4806.37,4025.46,780.91,0
15,CHIHUAHUA,4753.43,4025.12,728.31,0
16,CHIHUAHUA,4966.65,4101.78,864.87,0
17,CHIHUAHUA,5132.64,4230.28,902.36,0
18,CHIHUAHUA,5085.61,4183.65,901.96,0
19,CHIHUAHUA,3928.93,3241.91,687.02,0
20,CHIHUAHUA,6170.01,3953.12,795.82,1421.07
21,CHIHUAHUA,3985.51,3395.57,589.94,0
22,CHIHUAHUA,4665.94,3961.37,704.57,0
23,CHIHUAHUA,5772.45,3980.48,791.17,1000.8
24,CHIHUAHUA,2986.73,2449.97,536.76,0
1,CHILPANCINGO,4159.25,3942.81,216.43,0
2,CHILPANCINGO,3539.31,3343.6,195.71,0
3,CHILPANCINGO,2554.91,2405.82,149.1,0
4,CHILPANCINGO,1410.85,1324.2,86.65,0
5,CHILPANCINGO,2648.82,2497.89,150.93,0
6,CHILPANCINGO,1576.78,1477.36,99.42,0
7,CHILPANCINGO,3077.16,2879.73,197.44,0
8,CHILPANCINGO,2465.62,2309.77,155.85,0
9,CHILPANCINGO,5032.91,4677.74,355.17,0
10,CHILPANCINGO,4268.99,3988.8,280.19,0
11,CHILPANCINGO,4276.07,4026.56,249.51,0
12,CHILPANCINGO,4050.08,4002.69,47.39,0
13,CHILPANCINGO,2681.46,2523.5,157.97,0
14,CHILPANCINGO,4066.54,4025.46,41.09,0
15,CHILPANCINGO,4082.39,4025.12,57.26,0
16,CHILPANCINGO,4146.42,4101.78,44.64,0
17,CHILPANCINGO,4188.7,4230.28,-41.58,0
18,CHILPANCINGO,4149.78,4183.65,-33.87,0
19,CHILPANCINGO,3352.02,3241.9,110.11,0
20,CHILPANCINGO,4150.31,3953.13,196.53,.65
21,CHILPANCINGO,3609.27,3395.57,213.7,0
22,CHILPANCINGO,4053.16,3961.37,91.79,0
23,CHILPANCINGO,4038.09,3980.48,57.15,.46
24,CHILPANCINGO,2600.48,2449.97,150.52,0
1,CHONTALPA,3880.17,3942.82,-62.64,0
2,CHONTALPA,3466.94,3343.6,123.34,0
3,CHONTALPA,2563.9,2405.82,158.08,0
4,CHONTALPA,1440.02,1324.2,115.82,0
5,CHONTALPA,2677.18,2497.89,179.29,0
6,CHONTALPA,1595.98,1477.36,118.62,0
7,CHONTALPA,3028.59,2879.73,148.86,0
8,CHONTALPA,2385.04,2309.77,75.27,0
9,CHONTALPA,4693.88,4677.74,16.14,0
10,CHONTALPA,3814.3,3988.79,-174.49,0
11,CHONTALPA,3778.29,4026.56,-248.27,0
12,CHONTALPA,3988.98,4002.69,-13.71,0
13,CHONTALPA,2363.04,2523.5,-160.46,0
14,CHONTALPA,3903.81,4025.46,-121.65,0
15,CHONTALPA,3810.45,4025.12,-214.67,0
16,CHONTALPA,3877.88,4101.78,-223.9,0
17,CHONTALPA,3976.25,4230.28,-254.03,0
18,CHONTALPA,4030.37,4183.65,-153.28,0
19,CHONTALPA,3053.06,3241.9,-188.84,0
20,CHONTALPA,3778.32,3953.13,-172.92,-1.88
21,CHONTALPA,3277.25,3395.57,-118.33,0
22,CHONTALPA,3892.43,3961.37,-68.94,0
23,CHONTALPA,3991.12,3980.48,11.97,-1.33
24,CHONTALPA,2387.82,2449.97,-62.15,0
1,CIENEGA,4243.47,3942.82,300.65,0
2,CIENEGA,3573.66,3343.6,230.06,0
3,CIENEGA,2563.72,2405.82,157.91,0
4,CIENEGA,1404.2,1324.2,80,0
5,CIENEGA,2665.77,2497.89,167.88,0
6,CIENEGA,1567.51,1477.36,90.15,0
7,CIENEGA,3043.37,2879.73,163.64,0
8,CIENEGA,2441.42,2309.77,131.65,0
9,CIENEGA,4939.19,4677.74,261.45,0
10,CIENEGA,4248.51,3988.8,259.72,0
11,CIENEGA,4308.78,4026.56,282.22,0
12,CIENEGA,4237.53,4002.69,234.84,0
13,CIENEGA,2687.51,2523.5,164.02,0
14,CIENEGA,4279.6,4025.46,254.14,0
15,CIENEGA,4297.16,4025.12,272.04,0
16,CIENEGA,4399.68,4101.78,297.89,0
17,CIENEGA,4538.69,4230.28,308.42,0
18,CIENEGA,4480.54,4183.65,296.89,0
19,CIENEGA,3477.56,3241.91,235.66,0
20,CIENEGA,4232.06,3953.13,260.93,18.01
21,CIENEGA,3605.8,3395.57,210.23,0
22,CIENEGA,4225.43,3961.37,264.06,0
23,CIENEGA,4245.13,3980.48,251.95,12.7
24,CIENEGA,2620.15,2449.97,170.19,0
1,COATZACOALCOS,3827.38,3942.81,-115.43,0
2,COATZACOALCOS,3402.08,3343.6,58.48,0
3,COATZACOALCOS,2511.17,2405.82,105.35,0
4,COATZACOALCOS,1407.02,1324.2,82.82,0
5,COATZACOALCOS,2624.33,2497.89,126.45,0
6,COATZACOALCOS,1563.46,1477.36,86.11,0
7,COATZACOALCOS,2985.22,2879.73,105.5,0
8,COATZACOALCOS,2350.1,2309.78,40.33,0
9,COATZACOALCOS,4640.08,4677.74,-37.66,0
10,COATZACOALCOS,3788.89,3988.8,-199.9,0
11,COATZACOALCOS,3755.15,4026.56,-271.41,0
12,COATZACOALCOS,3931.99,4002.69,-70.71,0
13,COATZACOALCOS,2348.54,2523.5,-174.96,0
14,COATZACOALCOS,3879.98,4025.46,-145.48,0
15,COATZACOALCOS,3800.59,4025.12,-224.53,0
16,COATZACOALCOS,3866.4,4101.78,-235.38,0
17,COATZACOALCOS,3966.53,4230.28,-263.75,0
18,COATZACOALCOS,4001.11,4183.65,-182.53,0
19,COATZACOALCOS,3033.12,3241.9,-208.79,0
20,COATZACOALCOS,3745.37,3953.13,-205.88,-1.89
21,COATZACOALCOS,3240.23,3395.57,-155.34,0
22,COATZACOALCOS,3830.74,3961.37,-130.63,0
23,COATZACOALCOS,3917.44,3980.48,-61.72,-1.33
24,COATZACOALCOS,2356.08,2449.97,-93.89,0
1,COLIMA,4152.4,3942.82,209.59,0
2,COLIMA,3498.18,3343.6,154.58,0
3,COLIMA,2509.43,2405.82,103.61,0
4,COLIMA,1374.43,1324.2,50.23,0
5,COLIMA,2607.39,2497.89,109.5,0
6,COLIMA,1534.41,1477.36,57.05,0
7,COLIMA,2981.29,2879.73,101.57,0
8,COLIMA,2390.7,2309.77,80.93,0
9,COLIMA,4814.21,4677.74,136.47,0
10,COLIMA,4142.32,3988.79,153.53,0
11,COLIMA,4191.63,4026.56,165.07,0
12,COLIMA,4121.26,4002.69,118.56,0
13,COLIMA,2616.86,2523.5,93.37,0
14,COLIMA,4162.91,4025.46,137.45,0
15,COLIMA,4182.81,4025.12,157.69,0
16,COLIMA,4277.83,4101.78,176.05,0
17,COLIMA,4411,4230.28,180.72,0
18,COLIMA,4353.3,4183.65,169.65,0
19,COLIMA,3380.07,3241.91,138.16,0
20,COLIMA,4114.39,3953.13,143.14,18.12
21,COLIMA,3503.79,3395.57,108.22,0
22,COLIMA,4098.51,3961.37,137.14,0
23,COLIMA,4120.34,3980.48,127.1,12.76
24,COLIMA,2545.07,2449.97,95.11,0
1,CORDOBA,3829.76,3942.82,-113.05,0
2,CORDOBA,3317.29,3343.6,-26.31,0
3,CORDOBA,2412.17,2405.82,6.35,0
4,CORDOBA,1340.75,1324.2,16.54,0
5,CORDOBA,2511.71,2497.89,13.83,0
6,CORDOBA,1494.7,1477.36,17.35,0
7,CORDOBA,2895.75,2879.73,16.03,0
8,CORDOBA,2304.65,2309.77,-5.12,0
9,CORDOBA,4619.58,4677.74,-58.16,0
10,CORDOBA,3855.25,3988.79,-133.54,0
11,CORDOBA,3857.91,4026.56,-168.65,0
12,CORDOBA,3920.49,4002.69,-82.2,0
13,CORDOBA,2418.97,2523.5,-104.53,0
14,CORDOBA,3903.86,4025.46,-121.6,0
15,CORDOBA,3861.3,4025.12,-163.82,0
16,CORDOBA,3926.43,4101.78,-175.35,0
17,CORDOBA,4039.36,4230.28,-190.92,0
18,CORDOBA,4033.79,4183.65,-149.86,0
19,CORDOBA,3109.89,3241.9,-132.02,0
20,CORDOBA,3826.73,3953.12,-124.18,-2.22
21,CORDOBA,3315.94,3395.57,-79.63,0
22,CORDOBA,3876.1,3961.37,-85.27,0
23,CORDOBA,3909.51,3980.48,-69.41,-1.56
24,CORDOBA,2373.46,2449.97,-76.51,0
1,CUAUHTEMOC,4921.94,3942.82,979.13,0
2,CUAUHTEMOC,4088.39,3343.6,744.79,0
3,CUAUHTEMOC,2886.32,2405.82,480.51,0
4,CUAUHTEMOC,1550.12,1324.2,225.92,0
5,CUAUHTEMOC,2892.18,2497.89,394.29,0
6,CUAUHTEMOC,1678.56,1477.36,201.2,0
7,CUAUHTEMOC,3257.22,2879.73,377.49,0
8,CUAUHTEMOC,2560.58,2309.77,250.81,0
9,CUAUHTEMOC,5250.79,4677.74,573.05,0
10,CUAUHTEMOC,4624.15,3988.79,635.35,0
11,CUAUHTEMOC,4833.15,4026.56,806.59,0
12,CUAUHTEMOC,4905.83,4002.69,903.14,0
13,CUAUHTEMOC,3137.09,2523.5,613.6,0
14,CUAUHTEMOC,5073.92,4025.46,1048.46,0
15,CUAUHTEMOC,5023.7,4025.12,998.58,0
16,CUAUHTEMOC,5241.43,4101.78,1139.65,0
17,CUAUHTEMOC,5405.38,4230.28,1175.1,0
18,CUAUHTEMOC,5363.87,4183.65,1180.22,0
19,CUAUHTEMOC,4142.64,3241.9,900.74,0
20,CUAUHTEMOC,6449.94,3953.12,1063.39,1433.43
21,CUAUHTEMOC,4213.46,3395.57,817.89,0
22,CUAUHTEMOC,4934.35,3961.37,972.98,0
23,CUAUHTEMOC,6061.9,3980.48,1072,1009.42
24,CUAUHTEMOC,3162.27,2449.97,712.3,0
1,CUAUTLA,3971.36,3942.82,28.54,0
2,CUAUTLA,3400.67,3343.6,57.07,0
3,CUAUTLA,2459.41,2405.82,53.59,0
4,CUAUTLA,1362.91,1324.2,38.7,0
5,CUAUTLA,2559.67,2497.89,61.78,0
